"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time_point","day","trophic_type"
"sample_00001",17.6819256198347,1.79657438460574,391.626632231405,151.365398433693,70.592470661157,13.1395831780646,23.8360574380165,4.3436719177666,20.2151231404959,4.33449738293477,1.1938347107438,0.131086888939324,0.04,0.79,5,121,288.48,288,57.7,413.22,82.64,12.5,0.14,1.66,36.38,197.95,3.61,"sample_00001-321","22.09.22",0,0,"autotrophic"
"sample_00001",29.50892,3.74407013866271,742.311540000001,73.1143518486514,103.5627768,5.13636066992125,39.9432708,3.84101148766761,23.9273676,3.66917946473674,1.726888,0.401031899141493,0.1,0.59,5,125,189.55,190,37.91,398.83,79.77,5.97,0.55,1.26,31.42,149.34,13.82,"sample_00001-33","22.09.22",0,0,"autotrophic"
"sample_00001",26.812168,2.87441618963326,1037.9502,82.001917059121,117.7717644,5.45415343881576,40.3056324,1.98580498910854,32.8016628,2.20536767117793,1.235024,0.112624587930219,-0.01,0.56,5,125,243.94,244,48.79,372.34,74.47,5.12,0.57,1.05,26.27,127.91,14.32,"sample_00001-332","22.09.22",0,0,"autotrophic"
"sample_00001",35.1269032258064,3.07705148282524,554.113487903226,104.820037136739,83.9509475806452,9.29211975650671,30.2475883064516,3.24365086195674,23.1625379032258,3.15437126290529,1.32674193548387,0.22158145086024,-0.02,0.77,5,124,66.51,46,9.26,395.47,79.09,18.87,0.46,2.01,38.29,256.47,11.48,"sample_00001-347","22.09.22",0,0,"autotrophic"
"sample_00001",25.542776,3.62227097244345,905.02434,84.6696248437648,114.4668348,5.32052227814401,45.3694284,3.411024157327,25.5293532,2.94525586345901,1.809896,0.30270910725134,-0.03,0.5,5,125,341.69,342,68.34,392.91,78.58,6.25,0.34,1.24,30.91,156.13,8.4,"sample_00001-366","22.09.22",0,0,"autotrophic"
"sample_00001",24.6391544715447,3.89265088367458,869.999268292683,258.583277453234,118.0764,25.1467224408276,45.0316536585366,8.44610609251332,24.3049390243902,4.31840595493052,1.88882113821138,0.393565834526945,-0.01,0.62,5,123,282.33,266,53.21,434.24,86.85,18.9,0.3,2.31,56.3,472.62,7.43,"sample_00001-407","22.09.22",0,0,"autotrophic"
"sample_00001",27.743496,3.55613790514191,527.63562,61.8211494785432,82.3673772000001,5.47339012561296,30.974562,2.31651654090583,21.6569052,1.64003359733761,1.436696,0.135023547767095,0.04,0.35,5,125,435.78,436,87.16,531.65,106.33,7.51,1.49,1.17,29.14,187.87,37.24,"sample_00001-421","22.09.22",0,0,"autotrophic"
"sample_00001",18.3772983870968,1.53191369760439,506.096491935483,131.647594403728,82.338427016129,10.34476744283,28.8240459677419,4.48296947685692,22.1344258064516,3.49455346123568,1.32383870967742,0.242652194704827,0,0.7,5,124,187.4,187,37.48,409.58,81.92,7.32,0.51,1.37,34.39,183,11.99,"sample_00001-422","22.09.22",0,0,"autotrophic"
"sample_00001",26.112616,3.74577671170286,526.06098,80.737372405305,86.3393256000001,10.2100642416082,33.0372432,3.73318055664089,20.2619232,2.01889661717196,1.64544,0.240940174611739,0.21,0.83,5,125,170.84,171,34.17,382.39,76.48,12.05,0.36,1.62,40.48,301.23,9.01,"sample_00001-423","22.09.22",0,0,"autotrophic"
"sample_00001",24.9582592592593,1.80228277454738,289.17,68.5634986393859,60.1989,6.81836677582069,23.10345,2.84774450517085,15.8085,2.52741966500954,1.486,0.226492825493436,0.41,0.52,1.12,27,30.82,22,19.6,111,99.11,8.2,2.13,1.28,25.08,150.07,53.37,"sample_00001-427","22.09.22",0,0,"autotrophic"
"sample_00001",25.013896,3.32636273996184,519.36876,60.837934496934,97.2421524,7.65399929979908,42.0763896,4.23150135376406,15.7874184,1.85892651617045,2.707456,0.437142582187197,-0.04,0.5,5,125,326.75,318,63.53,487.3,97.46,8.34,1.04,1.51,37.8,208.55,25.91,"sample_00001-436","22.09.22",0,0,"autotrophic"
"sample_00001",31.257304,3.81871685767573,554.01084,75.9371808070711,86.0121504,6.47400102539335,32.4334044,3.06124361258054,21.7592244,2.44649432627435,1.509352,0.225009220456235,-0.03,0.65,5,125,114.97,84,16.83,414.34,82.87,7.73,0.55,1.35,33.84,193.17,13.81,"sample_00001-437","22.09.22",0,0,"autotrophic"
"sample_00001",28.341792,3.32787755497453,932.18688,170.214402210935,117.55611,22.3477813169135,44.530074,11.5240558567853,27.1687284,3.99519648083763,1.716304,0.719843164190824,-0.01,0.61,5,125,187.35,171,34.23,453.24,90.65,22.28,0.08,2.69,67.19,557,2.02,"sample_00001-44","22.09.22",0,0,"autotrophic"
"sample_00001",38.459968,4.35253506394132,689.16744,70.6415306107008,94.8415715999999,5.72022170327077,34.4548728,2.9108949111381,25.5173328,2.26996024546069,1.36372,0.191990154317451,-0.24,0.65,5,125,152.97,148,29.51,433.53,86.71,6.22,0.56,1.21,30.16,155.45,14.08,"sample_00001-451","22.09.22",0,0,"autotrophic"
"sample_00001",24.949232,3.10230455217595,705.04506,64.8778556323964,105.6822876,6.18119482238543,43.5794256,3.52945547436839,20.695176,2.24578738249259,2.13748,0.331602283154909,0.02,0.38,5,125,190.43,26,5.3,449.73,89.95,7.86,0.87,1.28,31.99,196.61,21.74,"sample_00001-461","22.09.22",0,0,"autotrophic"
"sample_00001",28.289314516129,2.60411953932075,887.58689516129,198.227581788316,107.937791129032,13.9512041366267,39.5641887096774,5.51802416122431,28.2727887096774,4.08134946441548,1.42053225806452,0.245632034783602,-0.09,0.7,5,124,124,113,22.65,388.46,77.69,16.57,0.23,1.79,34.68,230.49,5.71,"sample_00001-468","22.09.22",0,0,"autotrophic"
"sample_00001",22.727408,1.99344164253523,729.97686,88.1241821186618,96.7484736,6.20441233579162,34.4186496,2.11009509441629,26.9304264,2.02527228644869,1.281824,0.0811981908268182,-0.28,0.71,5,125,198.89,195,38.97,408.65,81.73,6.24,0.28,1.32,33.01,155.94,6.96,"sample_00001-475","22.09.22",0,0,"autotrophic"
"sample_00001",30.0512195121951,5.52665989832442,549.550426829268,181.650171180848,90.063406097561,22.7084102394198,34.6945719512195,8.76440376699685,19.8815158536585,3.02358370250909,1.75913821138211,0.421357356319601,0.01,0.71,5,123,57.9,36,7.27,446.7,89.34,20.78,0.31,2.65,58.66,519.58,7.74,"sample_00001-492","22.09.22",0,0,"autotrophic"
"sample_00001",26.330576,2.56620331538071,531.83466,41.362593657397,85.5035352,4.65714323938811,32.3229204,2.31321713995389,21.0022956,1.63631541446186,1.552264,0.200354852296394,-0.06,0.59,5,125,315.48,315,63.1,387.71,77.54,6.13,0.22,1.2,30.05,153.22,5.58,"sample_00001-494","22.09.22",0,0,"autotrophic"
